user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Công thức tính lãi tiền gửi tiết kiệm tại VietinBank?,"['VietinBank, cung cấp đầy đủ hồ sơ gửi tiền, đăng ký chữ ký mẫu (trường hợp \ngửi, nhận tiền gửi tiết kiệm mới) và lập chứng từ gửi tiền theo quy định của \nVietinBank. \n\uf02d Sau khi VietinBank hạch toán thành công giao dịch gửi tiền, khách hàng nhận \nChứng từ hạch toán và Thẻ tiết kiệm của VietinBank. \n\uf02d Trường hợp gửi vào thẻ tiết kiệm đã cấp từ tài khoản thanh toán: Khách hàng \ncó thể trực tiếp thực hiện giao dịch tại ĐGD TGTK hoặc thực hiện theo hướng', 'toán”: VietinBank sẽ tự động chi trả gốc, lãi của khoản tiền gửi vào tài khoản thanh toán của khách hàng \ntại VietinBank theo lựa chọn. \nb. Trường hợp khách hàng lựa chọn phương thức trả gốc là “Tự động tái tục”, VietinBank sẽ: (i) tự động \nkéo dài thời hạn gửi tiền đối với khoản tiền gửi với một kỳ hạn mới bằng kỳ hạn gửi ti ền ban đầu và \ntheo mức lãi suất huy động cùng kỳ hạn hiện hành của VietinBank tại thời điểm kéo dài thời hạn gửi', 'dẫn tại các quy định sản phẩm TGTK tại VietinBank. \nb. Thủ tục rút, chi trả tiền gửi tiết kiệm \n\uf02d Khách hàng phải trực tiếp thực hiện giao dịch rút TGTK tại ĐGD TGTK, xuất \ntrình giấy tờ xác minh thông tin, thẻ tiết kiệm, chứng từ lĩnh tiền và các hồ sơ \nkhác (nếu có) theo quy định của VietinBank. \n\uf02d VietinBank thực hiện tất toán kho ản tiền gửi, hạch toán chi tr ả gốc, lãi của \nkhoản tiền gửi tiết kiệm phù hợp với hình thức rút tiền theo đề nghị của khách \nhàng và thu hồi lại thẻ tiết kiệm.']","Rất tiếc, tôi không tìm thấy thông tin cụ thể về công thức tính lãi tiền gửi tiết kiệm tại VietinBank trong tài liệu hướng dẫn. Quý khách vui lòng liên hệ trực tiếp với VietinBank hoặc đến chi nhánh/điểm giao dịch gần nhất để được hỗ trợ chi tiết hơn. Xin cảm ơn!",Số tiền lãi = Tổng (Số dư thực tế × số ngày duy trì số dư thực tế × lãi suất) / 365. Số ngày duy trì tính từ ngày nhận tiền gửi đến hết ngày liền kề trước ngày đến hạn (nếu không rút trước hạn) hoặc đến hết ngày liền kề trước ngày rút tiền (nếu rút trước hạn).,0.25,0.0,0.0,0.0
"Khi rút tiền gửi tiết kiệm trước hạn, lãi suất áp dụng cho phần tiền rút trước hạn được tính như thế nào?","['của VietinBank theo đối tượng khách hàng và theo loại đồng tiền đã gửi tại thời điểm rút trước hạn, số \ntiền gửi còn lại (nếu có) áp dụng mức lãi suất đang áp dụng đối với khoản tiền gửi.  \nTrong trường hợp số tiền lã i mà VietinBank đã chi trả cho k hách hàng (theo sản phẩm tiền gửi có kỳ \nhạn trả lãi trước/trả lãi đị nh kỳ) vượt quá số tiền lãi mà k hách hàng được hưởng khi rút trước hạn một', 'hợp không rút trước hạn) hoặc đến hết ngày liền kề trước ngày rút tiền (trường hợp rút trước hạn). \n2. Chi trả đúng hạn gốc, lãi tiền gửi: Vào ngày đến hạn, VietinBank tự động thực hiện theo phương \nthức trả gốc và phương thức trả lãi theo lựa chọn của Khách hàng khi phê duyệt giao dịch tiền gửi có kỳ \nhạn trực tuyến: \na. Trường hợp k hách hàng lựa chọn phương thức trả gốc, lãi là “Chuyển khoản vào tài khoản thanh', '\uf02d Rút m ột ph ần kho ản ti ền g ửi trư ớc h ạn: Thực hi ện theo quy đ ịnh c ủa \nVietinBank trong từng thời kỳ với từng sản phẩm cụ thể phù hợp với quy định \ncủa pháp luật và Ngân hàng Nhà nước Việt Nam (NHNN). \n\uf02d Khi rút toàn bộ/một phần khoản tiền gửi trước hạn: \no Phần tiền gửi rút trư ớc hạn: Được áp d ụng lãi su ất rút ti ền gửi trước \nhạn theo quy định của VietinBank trong từng thời kỳ. \no Phần tiền gửi còn lại (nếu có): Áp dụng mức lãi suất đang áp dụng đối']","Kính thưa Quý khách,

Cảm ơn Quý khách đã liên hệ với VietinBank. Về câu hỏi của Quý khách liên quan đến việc rút tiền gửi tiết kiệm trước hạn, chúng tôi xin được giải đáp như sau:

1. **Lãi suất áp dụng cho phần tiền rút trước hạn**:
   - Phần tiền gửi mà Quý khách rút trước hạn sẽ được áp dụng **lãi suất rút tiền gửi trước hạn** theo quy định của VietinBank tại từng thời kỳ. 
   - Lãi suất rút trước hạn thường thấp hơn lãi suất của khoản tiền gửi có kỳ hạn ban đầu và được điều chỉnh phù hợp với quy định của pháp luật và Ngân hàng Nhà nước Việt Nam.

2. **Phần tiền gửi còn lại (nếu có)**:
   - Nếu Quý khách chỉ rút một phần khoản tiền gửi trước hạn, phần tiền gửi còn lại sẽ tiếp tục được áp dụng **mức lãi suất đang áp dụng** đối với khoản tiền gửi ban đầu.

3. **Lưu ý quan trọng**:
   - Trong trường hợp Quý khách đã nhận trước tiền lãi (đối với sản phẩm tiền gửi có kỳ hạn trả lãi trước hoặc trả lãi định kỳ), nếu số tiền lãi đã chi trả vượt quá số tiền lãi thực tế mà Quý khách được hưởng khi rút trước hạn, VietinBank sẽ thực hiện điều chỉnh lại số tiền lãi này.

Nếu Quý khách cần thêm thông tin chi tiết hoặc hỗ trợ cụ thể, vui lòng liên hệ với chi nhánh/phòng giao dịch VietinBank gần nhất hoặc tổng đài chăm sóc khách hàng của chúng tôi.

Trân trọng cảm ơn Quý khách!",Phần tiền gửi rút trước hạn được áp dụng lãi suất rút tiền gửi trước hạn theo quy định của VietinBank trong từng thời kỳ. Phần tiền gửi còn lại (nếu có) áp dụng mức lãi suất đang áp dụng đối với khoản tiền gửi đó.,0.625,0.39775302511573163,0.3333333333,1.0
"Khi đến hạn mà khách hàng không đến lĩnh tiền gửi tiết kiệm, VietinBank xử lý thế nào?","['phần hoặc toàn bộ khoản tiền gửi theo quy định trên, VietinBank sẽ thực hiện đối trừ số tiền đã chi  trả \nvượt trên số tiền gốc của khách hàng.  \nTrường hợp rút trước hạn một phần, số tiền gửi của Khoản gửi tiền có kỳ hạn trực tuyến được giảm trừ \ntương ứng với các giao dịch rút một phần trước hạn thành công. \n4. Khách hàng có thể thực hiện rút trước hạn hoặc rút đúng hạn khoản tiền gửi trực tuyến trên VietinBank', '2 \n \n\uf02d Khách hàng đáp ứng một trong các tiêu chí sau: i) Đã đăng ký s ử dụng dịch \nvụ Internet Banking của VietinBank (gửi tiết kiệm trên kênh VietinBank iPay) \nhoặc ii) đã phát hành thẻ Ghi nợ Nội địa/thẻ Ghi nợ Quốc tế của VietinBank \n(gửi tiết kiệm tại máy ATM của VietinBank). \n\uf02d Khách hàng  gửi TGTK theo hư ớng d ẫn trên VietinBank iPay/máy ATM, \nđồng ý Điều kiện điều khoản TGTK trên VietinBank iPay/máy ATM. \n\uf02d Theo đăng ký của khách hàng, VietinBank sẽ tự động kéo dài kỳ hạn gửi tiền', 'Khách hàng có thể chủ động tra cứu từng khoản/tất cả các khoản tiền gửi có kỳ hạn tại VietinBank qua \ncác biện pháp sau: \n1. Xác nhận số dư khoản tiền gửi có kỳ hạn tại các quầy giao dịch của VietinBank; \n2. Tra cứu Hợp đồng tiền gửi có kỳ hạn trên website www.vietinbank.vn (đối với khách hàng tổ chức); \n3. Vấn tin thông tin kho ản tiền gửi có kỳ hạn trên chương trình VietinBank eFAST/Vie tinBank ERP-\nConnect (đối với khách hàng tổ chức) và VietinBank iPay (đối với khách hàng cá nhân).']","Cảm ơn Quý khách đã đặt câu hỏi. Dựa trên thông tin trong phần ""Ngữ cảnh"", VietinBank sẽ xử lý khoản tiền gửi tiết kiệm đến hạn như sau:

- **Tự động kéo dài kỳ hạn gửi tiền**: Theo đăng ký của khách hàng, VietinBank sẽ tự động gia hạn kỳ hạn gửi tiền. Điều này có nghĩa là khoản tiền gửi tiết kiệm của Quý khách sẽ được tiếp tục duy trì với kỳ hạn mới mà không cần Quý khách phải đến ngân hàng để thực hiện bất kỳ thao tác nào.

- **Điều kiện áp dụng**: Việc tự động kéo dài kỳ hạn gửi tiền chỉ được thực hiện nếu Quý khách đã đồng ý với các điều kiện và điều khoản liên quan khi gửi tiết kiệm trên VietinBank iPay hoặc máy ATM.

Nếu Quý khách cần thêm thông tin chi tiết hoặc hỗ trợ, vui lòng liên hệ trực tiếp với VietinBank qua các kênh giao dịch hoặc dịch vụ hỗ trợ khách hàng.

Rất mong được phục vụ Quý khách!","VietinBank tự động kéo dài thêm một kỳ hạn mới: kỳ hạn bằng kỳ hạn của kỳ gần nhất trước đó; lãi suất là lãi suất công bố tại thời điểm kéo dài; phương thức và thời điểm trả lãi giữ nguyên như kỳ trước. Nếu VietinBank không còn huy động kỳ hạn đó, chuyển sang kỳ hạn thấp hơn liền kề.",0.25,0.5987661712426483,0.49999999995,0.5
Khách hàng có thể tra cứu khoản tiền gửi tiết kiệm qua những kênh nào?,"['- Khách hàng phải đăng ký sử dụng Gói dịch vụ tài chính qua kênh Internet Banking c ủa VietinBank, \nvà truy cập Internet Banking bằng user và mật khẩu của khách hàng để thực hiện gửi, nhận chi trả tiền \ngửi trực tuyến. \n- Chi tiết hướng dẫn, Điều kiện và Điều khoản Tiền gửi có kỳ hạn trực tuyến được đăng tải trên website \nwww.vietinbank.vn \n  \nMỤC II. Biện pháp để khách hàng tra cứu khoản tiền gửi có kỳ hạn', 'Khách hàng có thể chủ động tra cứu từng khoản/tất cả các khoản tiền gửi có kỳ hạn tại VietinBank qua \ncác biện pháp sau: \n1. Xác nhận số dư khoản tiền gửi có kỳ hạn tại các quầy giao dịch của VietinBank; \n2. Tra cứu Hợp đồng tiền gửi có kỳ hạn trên website www.vietinbank.vn (đối với khách hàng tổ chức); \n3. Vấn tin thông tin kho ản tiền gửi có kỳ hạn trên chương trình VietinBank eFAST/Vie tinBank ERP-\nConnect (đối với khách hàng tổ chức) và VietinBank iPay (đối với khách hàng cá nhân).', 'o Phần tiền gửi còn lại (nếu có): Áp dụng mức lãi suất đang áp dụng đối \nvới khoản tiền gửi mà khách hàng rút trước hạn một phần.  \n\uf02d  Đối với TGCKH trả lãi trước hoặc trả lãi định kỳ, VietinBank sẽ thu lại phần \nchênh lệch giữa số tiền lãi khách hàng đã lĩnh và số tiền lãi khách hàng được \nnhận khi rút trước hạn tiền gửi. \nMỤC 3. BIỆN PHÁP ĐỂ KHÁCH HÀNG TRA CỨU KHOẢN TGCKH  \nKhách hàng có thể chủ động tra cứu từng khoản/tất cả các khoản TGCKH tại \nVietinBank qua các biện pháp sau:']","Cảm ơn Quý khách đã đặt câu hỏi. Dựa trên thông tin trong tài liệu hướng dẫn, Quý khách có thể tra cứu khoản tiền gửi tiết kiệm (tiền gửi có kỳ hạn) tại VietinBank qua các kênh sau:

1. **Tại quầy giao dịch của VietinBank**:  
   - Quý khách có thể đến trực tiếp các quầy giao dịch của VietinBank để xác nhận số dư khoản tiền gửi có kỳ hạn.  
   - Khi đến quầy, vui lòng mang theo giấy tờ tùy thân (CMND/CCCD/Hộ chiếu) và các thông tin liên quan đến khoản tiền gửi để được hỗ trợ nhanh chóng.

2. **Trên website VietinBank (www.vietinbank.vn)**:  
   - Đối với khách hàng tổ chức, Quý khách có thể tra cứu Hợp đồng tiền gửi có kỳ hạn trực tiếp trên website của VietinBank.

3. **Qua các chương trình/ứng dụng trực tuyến của VietinBank**:  
   - **Đối với khách hàng cá nhân**: Quý khách có thể sử dụng ứng dụng **VietinBank iPay** để vấn tin thông tin khoản tiền gửi có kỳ hạn.  
   - **Đối với khách hàng tổ chức**: Quý khách có thể sử dụng các chương trình như **VietinBank eFAST** hoặc **VietinBank ERP-Connect** để tra cứu thông tin khoản tiền gửi.

Nếu Quý khách cần thêm thông tin hoặc hỗ trợ chi tiết, vui lòng liên hệ tổng đài chăm sóc khách hàng của VietinBank hoặc đến trực tiếp quầy giao dịch gần nhất. Chúng tôi luôn sẵn sàng hỗ trợ!",Tại các điểm giao dịch của VietinBank; trên VietinBank iPay hoặc máy ATM của VietinBank; công cụ tra cứu số dư thẻ tiết kiệm tại website vietinbank.vn; qua Tổng đài hỗ trợ khách hàng; và gói dịch vụ thông báo biến động qua SMS.,0.6153846153846154,0.4213519673053189,0.3333333333,0.2
Tiền gửi có kỳ hạn tại VietinBank nhận những loại đồng tiền nào?,"['của VietinBank theo đối tượng khách hàng và theo loại đồng tiền đã gửi tại thời điểm rút trước hạn, số \ntiền gửi còn lại (nếu có) áp dụng mức lãi suất đang áp dụng đối với khoản tiền gửi.  \nTrong trường hợp số tiền lã i mà VietinBank đã chi trả cho k hách hàng (theo sản phẩm tiền gửi có kỳ \nhạn trả lãi trước/trả lãi đị nh kỳ) vượt quá số tiền lãi mà k hách hàng được hưởng khi rút trước hạn một', 'hạn. \n3.2. Chi trả tiền gửi có kỳ hạn \n- Bước 1: Khách hàng xuất trình chứng từ đề nghị rút tiền (trừ trường hợp Hợp đồng tiền gửi có kỳ hạn \nđã chỉ định rõ thời điểm chi trả khoản tiền gửi). \n- Bước 2: VietinBank thực hiện chi trả khoản tiền gửi và hạch toán chi trả gốc, lãi của khoản tiền gửi \nvào tài khoản thanh toán của chính khách hàng. \n- Bước 3: Khách hàng nhận Chứng từ hạch toán của VietinBank. \n4. Nhận, chi trả tiền gửi có kỳ hạn trực tuyến (áp dụng cho khách hàng tổ chức)', '1 \n \nQUY ĐỊNH TIỀN GỬI CÓ KỲ HẠN TẠI VIETINBANK \nMỤC I. Quy trình nhận, chi trả tiền gửi có kỳ hạn \n1. Lãi suất tiền gửi, mức phí: Theo niêm yết từng thời kỳ \n2. Đồng tiền nhận gửi: VND, USD, EUR \n3. Nhận, chi trả tiền gửi có kỳ hạn tại quầy \n3.1. Nhận tiền gửi có kỳ hạn \n- Bước 1: Khách hàng lập bộ hồ sơ gửi tiền gửi có kỳ hạn theo quy định của VietinBank. \n- Bước 2: Khách hàng gửi tiền có kỳ hạn theo Hợp đồng tiền gửi có kỳ hạn ký kết với VietinBank thông']","Dựa trên thông tin trong phần ""Ngữ cảnh"" được cung cấp, tiền gửi có kỳ hạn tại VietinBank nhận các loại đồng tiền sau:

- **VND** (Việt Nam Đồng)
- **USD** (Đô la Mỹ)
- **EUR** (Euro)

Nếu quý khách có thêm thắc mắc hoặc cần hỗ trợ chi tiết hơn, vui lòng liên hệ trực tiếp với VietinBank để được tư vấn.","VND, USD và EUR.",0.8,,0.3333333333,1.0
"Khi rút tiền gửi có kỳ hạn trực tuyến trước hạn, lãi suất áp dụng cho phần rút trước là gì?","['hợp không rút trước hạn) hoặc đến hết ngày liền kề trước ngày rút tiền (trường hợp rút trước hạn). \n2. Chi trả đúng hạn gốc, lãi tiền gửi: Vào ngày đến hạn, VietinBank tự động thực hiện theo phương \nthức trả gốc và phương thức trả lãi theo lựa chọn của Khách hàng khi phê duyệt giao dịch tiền gửi có kỳ \nhạn trực tuyến: \na. Trường hợp k hách hàng lựa chọn phương thức trả gốc, lãi là “Chuyển khoản vào tài khoản thanh', 'phần hoặc toàn bộ khoản tiền gửi theo quy định trên, VietinBank sẽ thực hiện đối trừ số tiền đã chi  trả \nvượt trên số tiền gốc của khách hàng.  \nTrường hợp rút trước hạn một phần, số tiền gửi của Khoản gửi tiền có kỳ hạn trực tuyến được giảm trừ \ntương ứng với các giao dịch rút một phần trước hạn thành công. \n4. Khách hàng có thể thực hiện rút trước hạn hoặc rút đúng hạn khoản tiền gửi trực tuyến trên VietinBank', 'của VietinBank theo đối tượng khách hàng và theo loại đồng tiền đã gửi tại thời điểm rút trước hạn, số \ntiền gửi còn lại (nếu có) áp dụng mức lãi suất đang áp dụng đối với khoản tiền gửi.  \nTrong trường hợp số tiền lã i mà VietinBank đã chi trả cho k hách hàng (theo sản phẩm tiền gửi có kỳ \nhạn trả lãi trước/trả lãi đị nh kỳ) vượt quá số tiền lãi mà k hách hàng được hưởng khi rút trước hạn một']","Rất cảm ơn anh/chị đã đặt câu hỏi. Dựa trên thông tin trong phần ""Ngữ cảnh"", tôi xin được giải đáp như sau:

- Khi anh/chị thực hiện rút tiền gửi có kỳ hạn trực tuyến trước hạn, **lãi suất áp dụng cho phần rút trước hạn** sẽ là **mức lãi suất không kỳ hạn** đang được VietinBank áp dụng tại thời điểm rút trước hạn. 

- Trong trường hợp anh/chị đã nhận trước tiền lãi (đối với sản phẩm tiền gửi có kỳ hạn trả lãi trước hoặc trả lãi định kỳ), nếu số tiền lãi đã chi trả vượt quá số tiền lãi mà anh/chị được hưởng khi rút trước hạn, VietinBank sẽ thực hiện đối trừ số tiền đã chi trả vượt mức vào số tiền gốc của anh/chị.

Nếu anh/chị cần thêm thông tin hoặc hỗ trợ, vui lòng liên hệ với VietinBank để được tư vấn chi tiết hơn. Xin cảm ơn!",Áp dụng mức lãi suất tiền gửi không kỳ hạn thấp nhất theo biểu lãi suất công bố của VietinBank theo đối tượng khách hàng và loại đồng tiền đã gửi tại thời điểm rút trước hạn. Phần tiền gửi còn lại (nếu có) áp dụng lãi suất đang áp dụng đối với khoản tiền gửi.,0.3333333333333333,0.4894289623535381,0.0,1.0
VietinBank khuyến cáo khách hàng những hành vi nào để bảo vệ tài khoản?,"['VietinBank được miễn trừ mọi trách nhiệm liên quan. \nIII. ĐIỀU KHOẢN, ĐIỀU KIỆN KHÁC \nVietinBank thực hiện các biện pháp nhằm đảm bảo an toàn, bảo mật TKTT của Khách hàng, \nquản lý rủi ro trong hoạt động mở, sử dụng TKTT bao gồm các biện pháp sau: \n1. VietinBank xác minh l ại thông tin nh ận bi ết Khách hàng theo quy đ ịnh c ủa pháp lu ật và \nVietinBank trong các trường hợp sau: \na.  Khách hàng có các dấu hiệu đáng ngờ theo quy định của Luật Phòng chống rửa tiền;', 'tài sản của Khách hàng tại ngân hàng, VietinBank khuyến cáo Khách hàng: Tuyệt đối \ngiữ bí mật thông tin user đăng nhập, mật khẩu truy cập các kênh giao dịch điện tử, \nmã PIN/mật khẩu/số CVV trên thẻ…; không cài đặt hoặc hạn chế cài đặt ứng dụng \nkhông rõ nguồn gốc trên thiết bị có sử dụng dịch vụ ngân hàng điện tử; không sử dụng \nuser, mật khẩu, OTP của các ứng dụng ngân hàng điện tử VietinBank để truy cập vào \nđường link lạ được hướng dẫn bởi cá nhân/tổ chức không rõ nguồn gốc bởi có thể bị', 'luật. \n6. Nghĩa vụ của VietinBank \na. Thực hiện đầy đủ, kịp thời lệnh thanh toán, các yêu cầu sử dụng tài khoản của Khách hàng \nsau khi đã kiểm tra, kiểm soát tính h ợp pháp, hợp lệ của lệnh thanh toán phù hợp với quy \nđịnh pháp luật, VietinBank hoặc thoả thuận giữa VietinBank với Khách hàng.  \nb.  Lưu giữ và cập nhật đầy đủ các mẫu chữ ký, mẫu dấu (nếu có) của Khách hàng đã đăng ký \nđể kiểm tra, đối chiếu trong quá trình sử dụng TKTT.']","Kính thưa Quý khách,

Cảm ơn Quý khách đã liên hệ với chúng tôi. Dựa trên thông tin trong phần ""Ngữ cảnh"", VietinBank khuyến cáo Quý khách thực hiện các hành vi sau để bảo vệ tài khoản của mình:

1. **Giữ bí mật thông tin cá nhân và thông tin tài khoản**:
   - Tuyệt đối không tiết lộ thông tin user đăng nhập, mật khẩu truy cập các kênh giao dịch điện tử, mã PIN, mật khẩu, hoặc số CVV trên thẻ cho bất kỳ ai.
   - Không sử dụng thông tin user, mật khẩu, OTP của các ứng dụng ngân hàng điện tử VietinBank để truy cập vào các đường link lạ được hướng dẫn bởi cá nhân hoặc tổ chức không rõ nguồn gốc.

2. **Hạn chế cài đặt ứng dụng không rõ nguồn gốc**:
   - Không cài đặt hoặc hạn chế tối đa việc cài đặt các ứng dụng không rõ nguồn gốc trên thiết bị mà Quý khách sử dụng để truy cập dịch vụ ngân hàng điện tử. Điều này nhằm tránh nguy cơ bị đánh cắp thông tin hoặc bị xâm nhập trái phép.

Những khuyến cáo trên nhằm đảm bảo an toàn và bảo mật cho tài khoản của Quý khách khi sử dụng các dịch vụ của VietinBank. Nếu Quý khách cần thêm thông tin hoặc hỗ trợ, vui lòng liên hệ với chúng tôi qua các kênh hỗ trợ chính thức.

Trân trọng cảm ơn Quý khách!","Tuyệt đối giữ bí mật user đăng nhập, mật khẩu truy cập kênh giao dịch điện tử, mã PIN/mật khẩu/số CVV trên thẻ; không cài đặt hoặc hạn chế cài ứng dụng không rõ nguồn gốc trên thiết bị dùng dịch vụ ngân hàng điện tử; không dùng user, mật khẩu, OTP để truy cập đường link lạ do cá nhân/tổ chức không rõ nguồn gốc hướng dẫn.",0.75,0.7403546635524207,0.49999999995,1.0
Số tổng đài dịch vụ khách hàng của VietinBank là gì?,"['luật. \n6. Nghĩa vụ của VietinBank \na. Thực hiện đầy đủ, kịp thời lệnh thanh toán, các yêu cầu sử dụng tài khoản của Khách hàng \nsau khi đã kiểm tra, kiểm soát tính h ợp pháp, hợp lệ của lệnh thanh toán phù hợp với quy \nđịnh pháp luật, VietinBank hoặc thoả thuận giữa VietinBank với Khách hàng.  \nb.  Lưu giữ và cập nhật đầy đủ các mẫu chữ ký, mẫu dấu (nếu có) của Khách hàng đã đăng ký \nđể kiểm tra, đối chiếu trong quá trình sử dụng TKTT.', 'TKTT) đã hết hiệu lực hoặc hết thời hạn sử dụng; \n(ii)   TKTT có giao dịch thanh toán nhưng VietinBank không thể liên hệ được với Khách hàng \nqua thông tin liên hệ mà Khách hàng đã cung cấp; \n(iii)  Khách hàng hoặc/và TKTT của Khách hàng có các dấu hiệu nghi ngờ, gian lận, lừa đảo, vi \nphạm pháp luật theo Bộ tiêu chí nhận diện của VietinBank h oặc theo quy định của pháp \nluật. \n6. Nghĩa vụ của VietinBank', '1 2 3 NEXT\n108 Tran Hung Dao, Cua Nam Ward, Hanoi City\n1900 558 868 (domestic)\n(84) 24 3941 8868 (international)\n1900 6658 (backup hotline)\ncontact@vietinbank.vn\nConnect with VietinBank\nDownload VietinBank iPay Mobile at\n© 2024 VietinBank Group. All rights reserved\nDownload at\nDownload at\n6/9/26, 11:10 PM FAQ | Vietnam Joint Stock Commercial Bank for Industry and Trade\nhttps://www.vietinbank.vn/en/cau-hoi-thuong-gap 3/3']","Dựa trên thông tin trong phần 'Ngữ cảnh', số tổng đài dịch vụ khách hàng của VietinBank được cung cấp như sau:

- **Tổng đài nội địa**: 1900 558 868  
- **Tổng đài quốc tế**: (84) 24 3941 8868  
- **Tổng đài dự phòng**: 1900 6658  

Nếu cần hỗ trợ thêm, Quý khách có thể liên hệ qua email: **contact@vietinbank.vn**.  

Rất mong thông tin này sẽ hữu ích cho Quý khách!",1900 558 868.,0.8,,0.3333333333,1.0
Lãi suất tiết kiệm online kỳ hạn 6 tháng hiện nay là bao nhiêu?,"['tiết kiệm online (*)\n50.000 đ\n \n \nTự động\n    (Hiệu lực từ ngày 22/04/2026)                                                               \n(*) Mã phí thuộc đối tượng không chịu VAT\n \nTệp đính kèm\n6/10/26, 1:08 PM Biểu phí dịch vụ áp dụng cho sản phẩm thẻ Tín dụng nội địa cá nhân | Ngân hàng Thương mại Cổ phần Công Thương Việt Nam\nhttps://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/bieu-phi-va-bieu-mau/bieu-phi-dich-vu-ap-dung-cho-san-pham-the-tin-dung-noi-dia-40-html 4/4', 'Nợ quá hạn từ 30 đến dưới 60\nngày\n4%\n99.000 đ\n \n \n Tra soát, khiếu nại (chỉ thu khi KH\nkhiếu nại sai)\n \n \n \n \n GD nội mạng 50.000 đ\n \n \n \nC865 - Thẻ Credit 2Card  \n \n \n \nC065 - Thẻ Debit 2Card  \n \n \n \n GD ngoại mạng 100.000 đ\n \n \n \nC866 - Thẻ Credit 2Card  \n \n \n \nC066 - Thẻ Debit 2Card  \n \n \n \nC867 Cấp lại sao kê hàng tháng  \n \n \n \n - Thẻ Credit 2Card 27.272 đ\n \n \n \n Cấp lại mã PIN  \n \n \n \n Tại quầy 10.000 đ\n \n \n \nC868 - Thẻ Credit 2Card  \n \n \n \nC068 - Thẻ Debit 2Card', 'C827 Nâng hạn mức tín dụng thẻ\nonline có bảo đảm bằng tiền gửi\ntiết kiệm online (*)\n50.000 đ\n \n \nTự động\n(Hiệu lực từ ngày 22/04/2026) \n \n6/10/26, 1:09 PM Biểu phí dịch vụ áp dụng cho thẻ kép nội địa 2Card | Ngân hàng Thương mại Cổ phần Công Thương Việt Nam\nhttps://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/bieu-phi-va-bieu-mau/bieu-phi-dich-vu-ap-dung-cho-the-vietinbank-2card-40-html 6/7']","Rất tiếc, tôi không tìm thấy thông tin cụ thể về lãi suất tiết kiệm online kỳ hạn 6 tháng trong tài liệu hướng dẫn được cung cấp. 

Để biết thêm thông tin chi tiết về lãi suất, quý khách vui lòng liên hệ trực tiếp với chi nhánh/phòng giao dịch của Ngân hàng Thương mại Cổ phần Công Thương Việt Nam (VietinBank) hoặc truy cập trang web chính thức của ngân hàng để được hỗ trợ. 

Xin cảm ơn quý khách!",Tôi không tìm thấy thông tin này trong tài liệu.,0.25,0.0,0.0,1.0
Phí chuyển khoản liên ngân hàng qua VietinBank iPay là bao nhiêu?,"['iPay hoặc kênh điện tử do VietinBank liên kết với các đối tác cung cấp tới Chủ thẻ, chịu trách nhiệm và rủi \nro (nếu có) đối với các giao dịch này (các giao dịch có thể thực hiện được thay đổi từng thời kỳ theo hướng \ndẫn của NH, bao gồm kích hoạt thẻ/khóa thẻ, phát hành thẻ…); được quyền yêu cầu NH tự động ghi nợ \nTKTT bằng VNĐ/ngoại tệ của Chủ thẻ mở tại NH theo đăng ký c ủa Chủ thẻ để thanh toán Số dư sao', 'Banking)\nMiễn phí    \n Thẻ khác     \n - Tại PGD/ CN VietinBank 27.273 đ    \n - Qua VietinBank iPay Miễn phí   \nTự động\n6/10/26, 1:08 PM Biểu phí dịch vụ áp dụng cho sản phẩm thẻ Ghi nợ quốc tế cá nhân | Ngân hàng Thương mại Cổ phần Công Thương Việt Nam\nhttps://www.vietinbank.vn/ca-nhan/cong-cu-tien-ich/bieu-phi-va-bieu-mau/bieu-phi-ap-dung-cho-san-pham-the-ghi-no-quoc-te-40-html 6/8', 'Tại iPay Miễn phí\n \n \nTự động\n Cấp lại bản sao hóa đơn giao\ndịch\n \n \n \nTự động\n - Thẻ Credit 2Card  \n \n \n \nC871 ĐVCNT là đại lý VietinBank 18.181 đ\n \n \n \nC872 ĐVCNT không phải là đại lý\nVietinBank\n272.727 đ\n \n \n \n Vấn tin và in sao kê giao dịch\nthẻ tại ATM\nMiễn phí \n \n \nTự động\n Đóng thẻ tại iPay  \n \n \nTự động\nC783 - Thẻ Credit 2Card 100.000 đ\n \n \n \nC103 - Thẻ Debit 2Card 50.000 đ\n \n \n \n Đóng thẻ tại Quầy  \n \n \n \nC783 - Thẻ Credit 2Card 50.000 đ\n \n \n \nC103 - Thẻ Debit 2Card 50.000 đ']","Rất tiếc, tôi không tìm thấy thông tin cụ thể về phí chuyển khoản liên ngân hàng qua VietinBank iPay trong tài liệu hướng dẫn được cung cấp. 

Quý khách vui lòng liên hệ trực tiếp với tổng đài chăm sóc khách hàng của VietinBank hoặc đến chi nhánh/PGD gần nhất để được hỗ trợ chi tiết hơn. Xin cảm ơn!",Tôi không tìm thấy thông tin này trong tài liệu.,0.25,,0.0,1.0
